"companyId","companyCn","website","contactStatus","contactSource","industry","industryTags","stage","priority","owner","contactName","contactPhone","contactEmail","intendedArea","intentionType","lastContact","nextFollowUp","notes","contractStatus","contractNumber","contractAmount","depositAmount","depositPaidDate","applicationStatus","balanceAmount","balanceDueDate","paymentStatus","contractNotes","profileExtra","updatedAt"
"133","中山市能特新能源科技有限公司","https://www.neatabattery.com","2026展商资料已整理，待最终人工抽检","https://www.thesmartere.de/exhibitorlist/zhongshan-neata-new-energy-technology-co-ltd","新能源与储能","[]","已联系","高","罗宇","","13802657826","sales@neatabattery.com","9","","","","已交定金","未签订","","","10000","","已提交","0","","已收定金","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/zhongshan-neata-new-energy-technology-co-ltd""}}","2026-07-15T10:43:56.658Z"
"134","","https://www.power-genius.com","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/zhuhai-virtual-power-plant-technology-co-ltd","新能源与储能","[]","未联系","中","","","+867563398488","sales@power-genuis.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/zhuhai-virtual-power-plant-technology-co-ltd""}}","2026-07-15T10:43:46.050Z"
"135","深圳市科华恒盛科技有限公司","https://www.kehuasz.com","2026展商资料已整理，待最终人工抽检","https://www.thesmartere.de/exhibitorlist/shenzhen-kehua-hengsheng-technology-co-ltd","新能源与储能","[]","未联系","中","","","+86-755-28638889","info@kehuasz.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/shenzhen-kehua-hengsheng-technology-co-ltd""}}","2026-07-15T10:45:39.595Z"
"136","广东汇彩聚能创新科技有限公司","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""unifiedSocialCreditCode"":""914404000719245850"",""creditStatus"":""人工填写"",""legalRepresentative"":""郑锋涛"",""registeredAddress"":""珠海市香洲区梅界路1323号1单元903房"",""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""C4.758"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":10}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""}}","2026-07-15T11:00:00.928Z"
"137","德科摩橡塑科技（东莞）有限公司","","待核实","","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""unifiedSocialCreditCode"":""9144 1900 7592 3490 2X"",""creditStatus"":""人工填写"",""registeredAddress"":""广东省东莞市东城街道周屋银珠路1号1栋"",""masterCompany"":""Dekuma Rubber and Plastic Technology (Dongguan) Ltd."",""masterProvince"":""广东省"",""masterCity"":""东莞市"",""masterExhibitions"":[{""company"":""Dekuma Rubber and Plastic Technology (Dongguan) Ltd."",""companyCn"":"""",""booth"":""S1.G48"",""exhibition"":""Middle East Energy"",""event"":""Middle East Energy"",""year"":""2023"",""sourceFile"":""Middle East Energy 2023 Exhibitor Directory.pdf"",""sourcePage"":2}]}","2026-07-16T07:12:05.007Z"
"138","东莞市锂智慧能源有限公司","https://www.lithiumvalley.com","官网已核验","企业官网：https://www.lithiumvalley.com/","新能源与储能","[]","未联系","中","","","+86 158 7148 4968","sales@lithiumvalley.com","","","","","","未签订","","","","","未提交","","","未收款","","[object Object]","2026-07-15T11:14:35.765Z"
"139","东莞市朗泰通科技股份有限公司￼￼","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B1.370"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":29}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""},""unifiedSocialCreditCode"":""9144 1900 MA4U KRF5 0D"",""creditStatus"":""人工填写"",""registeredAddress"":""广东省东莞市清溪镇青滨东路138号"",""masterCompany"":""Dongguan LongTTech Company Ltd."",""masterProvince"":""广东省"",""masterCity"":""东莞市"",""masterExhibitions"":[{""company"":""Dongguan LongTTech Company Ltd."",""companyCn"":"""",""booth"":""B1.370"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":29}]}","2026-07-16T07:08:32.979Z"
"140","东莞市鑫盛达电缆技术有限公司","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C2.370"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":13}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""},""unifiedSocialCreditCode"":""9144 1900 MA52 NE5J 9B"",""creditStatus"":""人工填写"",""registeredAddress"":""广东省东莞市常平镇漱旧工业二路3号501室"",""masterCompany"":""Dongguan XSD Cable Technology Co., Ltd."",""masterProvince"":""广东省"",""masterCity"":""东莞市"",""masterExhibitions"":[{""company"":""Dongguan XSD Cable Technology Co., Ltd."",""companyCn"":"""",""booth"":""C2.370"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":13}]}","2026-07-16T07:09:41.447Z"
"141","佛山市艾斯特能源设备有限公司","","待核实","","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""unifiedSocialCreditCode"":""9144 0605 MA52 P9WY 0E"",""creditStatus"":""人工填写"",""registeredAddress"":""佛山市南海区桂城街道佛平四路1号富丰广场30座901D之一（住所申报）"",""masterCompany"":""Foshan Xtra Power Technology Co., LTD"",""masterProvince"":""广东省"",""masterCity"":""佛山市"",""masterExhibitions"":[{""company"":""Foshan Xtra Power Technology Co., LTD"",""companyCn"":"""",""booth"":""S2.E63"",""exhibition"":""Middle East Energy"",""event"":""Middle East Energy"",""year"":""2023"",""sourceFile"":""Middle East Energy 2023 Exhibitor Directory.pdf"",""sourcePage"":4}]}","2026-07-16T07:10:12.871Z"
"142","广东丰明电子科技有限公司","https://www.bm-cap.cn","历年参展记录已确认，联系方式待补充","01-2026-6-3-5-2026-1-.pdf 第315页","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B3.151"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":22}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.bm-cap.cn""}}","2026-07-15T11:00:38.606Z"
"143","广东派顿新能源有限公司","","待核实","","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""unifiedSocialCreditCode"":""9144 0224 MABP 5TPQ 8B"",""creditStatus"":""人工填写"",""registeredAddress"":""韶关市仁化县产业转移工业园标准厂房内（XZE地块）"",""masterCompany"":""GUANGDONG PATTERN NEW ENERGY CO.,LTD"",""masterProvince"":""广东省"",""masterCity"":""待核实"",""masterExhibitions"":[{""company"":""GUANGDONG PATTERN NEW ENERGY CO.,LTD"",""companyCn"":"""",""booth"":""S1.C65 & S1.C65"",""exhibition"":""Middle East Energy"",""event"":""Middle East Energy"",""year"":""2023"",""sourceFile"":""Middle East Energy 2023 Exhibitor Directory.pdf"",""sourcePage"":4}]}","2026-07-16T07:10:45.490Z"
"144","广东尧圣太阳能科技有限公司","https://www.gdyssolar.com","历年展商资料已整理，联系方式待人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86 186 0753 4601","market@gdyssolar.com","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""C2.373"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":23},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""A1.514"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":23}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.gdyssolar.com""}}","2026-07-15T11:00:05.370Z"
"145","广东永超科技智造有限公司","","历年参展记录已确认，联系方式待补充","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""A6.150"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":23}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""},""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.5,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""历年PDF"",""sourceUrl"":""""},""unifiedSocialCreditCode"":""914419006771136059"",""creditStatus"":""人工填写"",""registeredAddress"":""广东省东莞市黄江镇社贝明珠二路8号"",""masterCompany"":""GUANGDONG YONGCHAO TECHNOLOGY INTELLIGE"",""masterProvince"":""广东省"",""masterCity"":""待核实"",""masterExhibitions"":[{""company"":""GUANGDONG YONGCHAO TECHNOLOGY INTELLIGE"",""companyCn"":"""",""booth"":""A6.150"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":23}]}","2026-07-16T07:11:24.643Z"
"146","GZAXENHeatPumpTechnologyCoLtd广州万居隆电器有限公司","","OCR异常记录，待人工清理","历年展商PDF，仅用于参展证明","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C6.639"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":65},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C6.479"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":26},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C6.360"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":20},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C6.260"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":66},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C6.176"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":32},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C6.153"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":2},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C5.670H"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":7},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C5.670A"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":13},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C5.570H"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":33},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C5.550G"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":37},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C5.340"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":58},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C5.280J"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":52},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C5.280B"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":33},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C5.274C"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":54},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C5.111"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":9},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C4.619"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":5},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C4.570"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":60},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C4.540"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":56},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C4.231"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":57},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C4.230"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":44},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C4.155"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":11},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C4.136"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":31},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C3.776"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":42},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C3.668"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":9},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C3.451"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":26},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C3.390"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":36},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C3.373"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":13},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C3.340"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":45},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C3.320"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":51},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C3.280"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":59},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C3.257"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":34},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C3.250"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":33},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C3.175"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":24},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C3.158"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":33},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C3.151"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":35},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C3.135"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":6},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C2.677"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":56},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C2.590"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":36},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C2.572"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":6},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C2.510"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":62},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C2.440"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":55},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C2.260"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":50},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C2.240"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":7},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C2.131"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":1},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C1.640"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":25},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C1.490"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":25},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C1.450"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":17},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""C1.369"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":41},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B6.574"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":24},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B6.550"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":25},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B6.534"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":60},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B6.359"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":56},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B6.235"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":8},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B6.210"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":2},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B6.130"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":14},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B6.109"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":55},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B5.673"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":36},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B5.670"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":2},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B5.555"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":41},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B5.380"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":17},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B5.239"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":24},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B5.111"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":6},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B5.110"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":40},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B4.579"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":17},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B4.534"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":19},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B3.670"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":7},{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""The smarter E Europe"",""booth"":""B3.","2026-07-15T11:00:04.470Z"
